číslo VTA;kraj;okres;obec;část obce;ulice;upřesnění umístění
558689162;Moravskoslezský;Frýdek-Místek;Lučina;Lučina;;Lučina na náměstí
558675074;Moravskoslezský;Frýdek-Místek;Malenovice;Malenovice;;Malenovice u pošty
558686211;Moravskoslezský;Frýdek-Místek;Metylovice;Metylovice;;Metylovice u obecního úřadu
558362126;Moravskoslezský;Frýdek-Místek;Milíkov;Milíkov;;Milíkov dědina
558691084;Moravskoslezský;Frýdek-Místek;Morávka;Morávka;;Morávka na poště- obecní úřad
558641422;Moravskoslezský;Frýdek-Místek;Nižní Lhoty;Nižní Lhoty;;Nižní Lhoty u obchodu
558641423;Moravskoslezský;Frýdek-Místek;Nošovice;Nošovice;;Nošovice u školy
558356090;Moravskoslezský;Frýdek-Místek;Nýdek;Nýdek;;Nýdek Nýdečanka
558641549;Moravskoslezský;Frýdek-Místek;Pazderna;Pazderna;;Pazderna u hasičské zbrojnice
558357644;Moravskoslezský;Frýdek-Místek;Písečná;Písečná;;Písečná - u obch. Centra
558363051;Moravskoslezský;Frýdek-Místek;Písek;Písek;;Bukovecká jednota
558692521;Moravskoslezský;Frýdek-Místek;Pražmo;Pražmo;;
558675216;Moravskoslezský;Frýdek-Místek;Pržno;Pržno;;U hasičské zbrojnice
558675009;Moravskoslezský;Frýdek-Místek;Pstruží;Pstruží;;Pstruží na obchodu
558692523;Moravskoslezský;Frýdek-Místek;Raškovice;Raškovice;;Raškovice u obchodu- zastávka U Kaple
558735036;Moravskoslezský;Frýdek-Místek;Ropice;Ropice;;restaurace Centrum, venku na zdi
558694211;Moravskoslezský;Frýdek-Místek;Řeka;Řeka;;Řeka před hotelem
558671126;Moravskoslezský;Frýdek-Místek;Řepiště;Řepiště;Bratří Musálků;Řepiště mateřská škola
558658187;Moravskoslezský;Frýdek-Místek;Sedliště;Sedliště;;Sedliště u pošty
558694214;Moravskoslezský;Frýdek-Místek;Smilovice;Smilovice;;Smilovice u pošty
558688218;Moravskoslezský;Frýdek-Místek;Soběšovice;Soběšovice;;Soběšovice obchod- Husaruvka
558690102;Moravskoslezský;Frýdek-Místek;Staré Hamry;Staré Hamry;;Staré Hamry u pošty- Samčanka
558620070;Moravskoslezský;Frýdek-Místek;Staré Město;Staré Město;Jamnická;obecního úřad
558694201;Moravskoslezský;Frýdek-Místek;Střítež;Střítež;;Střítež u obecního úřadu
558655622;Moravskoslezský;Frýdek-Místek;Sviadnov;Sviadnov;Na závodí;Sviadnov u pošty
558694203;Moravskoslezský;Frýdek-Místek;Třanovice;Třanovice;;Třanovice U obecního úřadu
558694200;Moravskoslezský;Frýdek-Místek;Vělopolí;Vělopolí;;Vělopolí u obchodu
558651129;Moravskoslezský;Frýdek-Místek;Vojkovice;Vojkovice;;Vojkovice u restaurace Formanky
558655518;Moravskoslezský;Frýdek-Místek;Žabeň;Žabeň;;Ostravská u obchodu
596421091;Moravskoslezský;Frýdek-Místek;Žermanice;Žermanice;;Žermanice 69 naproti hasičárny
596549035;Moravskoslezský;Karviná;Doubrava;Doubrava;;u obecního úřadu
558733329;Moravskoslezský;Karviná;Chotěbuz;Chotěbuz;Chotěbuzská;Chotěbuzská u zámku
596422471;Moravskoslezský;Karviná;Stonava;Stonava;;Stonava 1012 Hořany u mateřské školy
556428014;Moravskoslezský;Nový Jičín;Albrechtičky;Albrechtičky;;
556758699;Moravskoslezský;Nový Jičín;Bartošovice;Bartošovice;;před zdravotním střediskem
556700048;Moravskoslezský;Nový Jičín;Bernartice nad Odrou;Bernartice nad Odrou;;vedle prodejny potravin COOP
556410307;Moravskoslezský;Nový Jičín;Bílov;Bílov;;vedle prodejny potravin
556410215;Moravskoslezský;Nový Jičín;Bítov;Bítov;;vedle zastávky ČSAD
556855003;Moravskoslezský;Nový Jičín;Bordovice;Bordovice;;vedle zastávky  ČSAD
556410308;Moravskoslezský;Nový Jičín;Bravantice;Bravantice;;křižovatka
556748290;Moravskoslezský;Nový Jičín;Heřmanice u Oder;Véska;;vedle zdravotního střediska
556748292;Moravskoslezský;Nový Jičín;Heřmánky;Heřmánky;;obecní úřad
556756102;Moravskoslezský;Nový Jičín;Hladké Životice;Hladké Životice;Hlavní;vedle České pošty
556750031;Moravskoslezský;Nový Jičín;Hodslavice;Hodslavice;;vedle farního úřadu a České pošty
556750033;Moravskoslezský;Nový Jičín;Hostašovice;Hostašovice;;vedle prodejny potravin
556748495;Moravskoslezský;Nový Jičín;Jakubčovice nad Odrou;Jakubčovice nad Odrou;Oderská;před obecním úřadem
556739961;Moravskoslezský;Nový Jičín;Jeseník nad Odrou;Jeseník nad Odrou;;vedle České pošty
556418252;Moravskoslezský;Nový Jičín;Jistebník;Jistebník;;vedle kavárny  OÁZA 
556729101;Moravskoslezský;Nový Jičín;Kateřinice;Kateřinice;;zastávka ČSAD
556741004;Moravskoslezský;Nový Jičín;Kujavy;Kujavy;;u hasičské zbrojnice
556700077;Moravskoslezský;Nový Jičín;Kunín;Kunín;;vedle České pošty
556745658;Moravskoslezský;Nový Jičín;Libhošť;Libhošť;;u pošty
556855001;Moravskoslezský;Nový Jičín;Lichnov;Lichnov;;před Obecním  úřadem
556748492;Moravskoslezský;Nový Jičín;Luboměř;Luboměř;;u obecního úřadu
556736027;Moravskoslezský;Nový Jičín;Mankovice;Mankovice;;před základní školou
556754010;Moravskoslezský;Nový Jičín;Mošnov;Mošnov;;před Obecním úřadem
556754220;Moravskoslezský;Nový Jičín;Petřvald;Petřvald 1-Petřvald;;před Domem služeb
556400705;Moravskoslezský;Nový Jičín;Pustějov;Pustějov;;vedle zastávky ČSAD
556760121;Moravskoslezský;Nový Jičín;Rybí;Rybí;;vedle zastávky ČSAD
556745144;Moravskoslezský;Nový Jičín;Sedlnice;Sedlnice;;vedle zastávky ČSAD
556722416;Moravskoslezský;Nový Jičín;Skotnice;Skotnice;;vedle Obecního úřadu
556427099;Moravskoslezský;Nový Jičín;Slatina;Slatina;;před Českou poštou
556729675;Moravskoslezský;Nový Jičín;Spálov;Spálov;;u restaurace (u pošty)
556858061;Moravskoslezský;Nový Jičín;Tichá;Tichá;;Tichá horní konec za řekou
556427539;Moravskoslezský;Nový Jičín;Tísek;;;část Karlovice, zastávka ČSAD
556729100;Moravskoslezský;Nový Jičín;Trnávka;Trnávka;;knihovna
556410664;Moravskoslezský;Nový Jičín;Velké Albrechtice;Velké Albrechtice;;před obecním úřadem
556857241;Moravskoslezský;Nový Jičín;Veřovice;Veřovice;;vedle zastávky ČSAD
556730521;Moravskoslezský;Nový Jičín;Vražné;Hynčice;;vedle prodejny potravin
556741802;Moravskoslezský;Nový Jičín;Vrchy;Vrchy;;vedle zastávky ČSAD
556821707;Moravskoslezský;Nový Jičín;Závišice;Závišice;;Závišice obecní úřad
556852494;Moravskoslezský;Nový Jičín;Ženklava;Ženklava;;vedle prodejny potravin
556706505;Moravskoslezský;Nový Jičín;Životice u Nového Jičína;Životice u Nového Jičína;;Obecní úřad,vlevo vstupních dveří
553650100;Moravskoslezský;Opava;Bělá;Bělá;;zastávka ČSAD
553659150;Moravskoslezský;Opava;Bohuslavice;Bohuslavice;Opavská;Opavská u květinářství
553787050;Moravskoslezský;Opava;Branka u Opavy;Branka u Opavy;Selská;Selská u ZŠ
553666200;Moravskoslezský;Opava;Bratříkovice;Bratříkovice;;Bratřikovice 64 u hl .silnice
553665110;Moravskoslezský;Opava;Brumovice;Brumovice;Malá Strana;naproti potravin
556307205;Moravskoslezský;Opava;Březová;Jančí;;Jančí 7
553776200;Moravskoslezský;Opava;Budišovice;Budišovice;;Budišovice pod kostelem
556300110;Moravskoslezský;Opava;Čermná ve Slezsku;Čermná ve Slezsku;;Čermná ve Slezsku u prodejny
595051993;Moravskoslezský;Opava;Darkovice;Darkovice;Dlouhá;Kučoviny
595057994;Moravskoslezský;Opava;Děhylov;Děhylov;Zemědělská;Zemědělská
595050990;Moravskoslezský;Opava;Dobroslavice;Dobroslavice;Slezská;Slezská u mateřské školky
553786100;Moravskoslezský;Opava;Dolní Životice;Dolní Životice;Hlavní;Hlavní u prodejny
553668200;Moravskoslezský;Opava;Hlavnice;Hlavnice;;vedle O.Ú.
553776100;Moravskoslezský;Opava;Hlubočec;Hlubočec;;Hlubočec 85 před O. Ú.
553762050;Moravskoslezský;Opava;Hněvošice;Hněvošice;Opavská;Opavská u OÚ
553663531;Moravskoslezský;Opava;Holasovice;Štemplovec;;Štemplovec Has. Zbrojnice
553775050;Moravskoslezský;Opava;Hrabyně;Hrabyně;;vedle kostela
553764600;Moravskoslezský;Opava;Chlebičov;Chlebičov;Hlavní;Hlavní u smíš. zboží
553650210;Moravskoslezský;Opava;Chuchelná;Chuchelná;Komenského;Komenského rehab. ústav, Přesun VTA o cca 20m
553787250;Moravskoslezský;Opava;Chvalíkovice;Chvalíkovice;Železnobrodská;Železnobrodská has. zbrojnici
553612050;Moravskoslezský;Opava;Jakartovice;Hořejší Kunčice;;Hořejší Kunčice prodejna smíš. zboží
553661253;Moravskoslezský;Opava;Jezdkovice;Jezdkovice;;Jezdkovice průjezd budovy OÚ
595032990;Moravskoslezský;Opava;Kozmice;Kozmice;por. Hoši;Poručíka Hoši u OÚ
556311205;Moravskoslezský;Opava;Kružberk;Kružberk;;Kružberk vedle RSÚ - pošty
553778050;Moravskoslezský;Opava;Kyjovice;Kyjovice;;Kyjovice 60 před prodejnou
556309201;Moravskoslezský;Opava;Lhotka u Litultovic;Lhotka u Litultovic;;Lhotka u Litultovic u zastávky ČSAD
553668150;Moravskoslezský;Opava;Litultovice;Litultovice;;naproti OBECNÍMU ÚŘADU
595052985;Moravskoslezský;Opava;Markvartovice;Markvartovice;Šilheřovická;Šilheřovická OÚ
556309206;Moravskoslezský;Opava;Melč;Melč;;Melč pošta - na zdi
556309207;Moravskoslezský;Opava;Mikolajice;Mikolajice;;Mikolajice u prodejny
553668350;Moravskoslezský;Opava;Mladecko;Mladecko;;vedle Hasičské zbrojnice
553679250;Moravskoslezský;Opava;Mokré Lazce;Mokré Lazce;Husova;Husova
556309200;Moravskoslezský;Opava;Moravice;Moravice;;Moravice u prodejny
553662050;Moravskoslezský;Opava;Neplachovice;Neplachovice;Školní;Neplachovice před Motorestem
556311200;Moravskoslezský;Opava;Nové Lublice;Nové Lublice;;zast.autobusová
553677050;Moravskoslezský;Opava;Nové Sedlice;Nové Sedlice;U Hřiště;Prodejna potravin
553762350;Moravskoslezský;Opava;Oldřišov;Oldřišov;Sokolovská;Sokolovská u kostela
553791050;Moravskoslezský;Opava;Otice;Otice;Hlavní;Hlavní před prodejnou
553776150;Moravskoslezský;Opava;Pustá Polom;Pustá Polom;Slezská;Slezská nákupní středisko
556309202;Moravskoslezský;Opava;Radkov;Radkov;;Radkov u domu č.p.51
553796050;Moravskoslezský;Opava;Raduň;Raduň;9. května;9. Května u prodejny
553761050;Moravskoslezský;Opava;Rohov;Rohov;Hlavní;Rohov u MŠ
553781150;Moravskoslezský;Opava;Skřipov;Hrabství;;Hrabství  zast. ČSAD
553797050;Moravskoslezský;Opava;Slavkov;Slavkov;Zámecká;L. Svobody na křižovatce u kostela
553762200;Moravskoslezský;Opava;Služovice;Služovice;;Služovice u OÚ
554748003;Moravskoslezský;Opava;Sosnová;Sosnová;;před poštou
556311202;Moravskoslezský;Opava;Staré Těchanovice;Staré Těchanovice;;U OBECNÍHO ÚŘADU A POŽAR. ZBROJNICE
553650600;Moravskoslezský;Opava;Strahovice;Strahovice;;Strahovice u zast. ČSAD
553761010;Moravskoslezský;Opava;Sudice;Sudice;Hlavní;Hlavní u potravin
556305203;Moravskoslezský;Opava;Svatoňovice;Svatoňovice;;Svatoňovice u Obecního úřadu
595054990;Moravskoslezský;Opava;Šilheřovice;Šilheřovice;Střední;Střední u zdavotního střediska
553669150;Moravskoslezský;Opava;Štáblovice;Štáblovice;;Štablovice 134 před prodejnou
553677100;Moravskoslezský;Opava;Štítina;Štítina;Komenského;naproti hasičské zbrojnice
553611750;Moravskoslezský;Opava;Těškovice;Těškovice;;Těškovice 170 naproti OÚ
553761150;Moravskoslezský;Opava;Třebom;Třebom;;Třebom u zast. ČSAD
553791200;Moravskoslezský;Opava;Uhlířov;Uhlířov;;UhlířOv O. Ú.
553663310;Moravskoslezský;Opava;Velké Heraltice;Velké Heraltice;Zahradní;Zahradní bytovky
553764150;Moravskoslezský;Opava;Velké Hoštice;Velké Hoštice;Nádražní;Nádražní u zast. ČSAD
556310201;Moravskoslezský;Opava;Větřkovice;Větřkovice;;Větřkovice u pošty
553796150;Moravskoslezský;Opava;Vršovice;Vršovice;;Vršovice na prodejně
595031993;Moravskoslezský;Opava;Vřesina;Vřesina;21. dubna;21.dubna u mateřské školky
595055990;Moravskoslezský;Opava;Závada;Závada;;Závada u zastávky ČSAD
553768400;Moravskoslezský;Ostrava-město;Čavisov;Čavisov;Na Kaluži;Na kaluži křižovatka
553768350;Moravskoslezský;Ostrava-město;Dolní Lhota;Dolní Lhota;Poštovní;u obecního úřadu a pošty
553770050;Moravskoslezský;Ostrava-město;Horní Lhota;Horní Lhota;Hlavní;u potravin jednota
556421599;Moravskoslezský;Ostrava-město;Olbramice;Olbramice;;
596833104;Moravskoslezský;Ostrava-město;Václavovice;Václavovice;Frýdecká;Frydecká Čepánik potraviny
553770200;Moravskoslezský;Ostrava-město;Velká Polom;Velká Polom;9. května;9. Května u Základní školy
556421598;Moravskoslezský;Ostrava-město;Zbyslavice;Zbyslavice;;vedle zastávky ČSAD
584420148;Olomoucký;Jeseník;Bělá pod Pradědem;Domašov;;u obchodu
584442102;Olomoucký;Jeseník;Bernartice;Bernartice;;Jednota
584413207;Olomoucký;Jeseník;Bílá Voda;Městys Bílá Voda;;u Charity
584444016;Olomoucký;Jeseník;Černá Voda;Černá Voda;;u Obecního úřadu
584423306;Olomoucký;Jeseník;Hradec-Nová Ves;Hradec-Nová Ves;;u obec. úřadu
584440124;Olomoucký;Jeseník;Javorník;Javorník;nám. Svobody;u radnice
584454200;Olomoucký;Jeseník;Javorník;Zálesí;;poblíž č.p. 111 - ESTER o.s.
584437252;Olomoucký;Jeseník;Kobylá nad Vidnavkou;Kobylá nad Vidnavkou;;u domova důchodců
583230250;Olomoucký;Jeseník;Ostružná;Ostružná;;obecní úřad
584423004;Olomoucký;Jeseník;Písečná;Písečná;;paneláky
584437149;Olomoucký;Jeseník;Skorošice;Skorošice;;u Obecního úřadu
584443048;Olomoucký;Jeseník;Stará Červená Voda;Stará Červená Voda;;u pošty
584432173;Olomoucký;Jeseník;Supíkovice;Supíkovice;;u Hostince
584433067;Olomoucký;Jeseník;Uhelná;Uhelná;;u obec. úřadu
584439082;Olomoucký;Jeseník;Vápenná;Vápenná;;u obchodu
584436050;Olomoucký;Jeseník;Velká Kraš;Velká Kraš;;u Obecního úřadu
584432085;Olomoucký;Jeseník;Velké Kunětice;Velké Kunětice;;u staré školy
584435138;Olomoucký;Jeseník;Vidnava;Vidnava;Mírové náměstí;náměstí - levý
584434026;Olomoucký;Jeseník;Vlčice;Vlčice;;u obec. úřadu
584437184;Olomoucký;Jeseník;Žulová;Žulová;;
585012398;Olomoucký;Olomouc;Babice;Babice;;u autobusové zastávky
585340781;Olomoucký;Olomouc;Bílá Lhota;Bílá Lhota;;u Arboreta
585349273;Olomoucký;Olomouc;Bílsko;Bílsko;;u obchodu
585961012;Olomoucký;Olomouc;Blatec;Blatec;;u výrobny zákusků
585346170;Olomoucký;Olomouc;Bouzov;Bouzov;;u ZŠ Bouzov
585351981;Olomoucký;Olomouc;Bukovany;Bukovany;;u zastávky
585941010;Olomoucký;Olomouc;Bystročice;Bystročice;;U Obecního Úřadu
585313048;Olomoucký;Olomouc;Bystrovany;Bystrovany;Jeseniova;u zastávky
585341078;Olomoucký;Olomouc;Červenka;Červenka;Nádražní;U Nádraží ČD
585358301;Olomoucký;Olomouc;Daskabát;Daskabát;;restaurace U Matesa
585037109;Olomoucký;Olomouc;Dlouhá Loučka;Dlouhá Loučka;1. máje;u OÚ
585356141;Olomoucký;Olomouc;Doloplazy;Doloplazy;;u samoobsluhy
585036015;Olomoucký;Olomouc;Domašov nad Bystřicí;Domašov nad Bystřicí;Náměstí;naproti pošty
585012388;Olomoucký;Olomouc;Domašov u Šternberka;Domašov u Šternberka;;náměstí u kostela
585949062;Olomoucký;Olomouc;Drahanovice;Drahanovice;;U Samoobsluhy
585964014;Olomoucký;Olomouc;Dub nad Moravou;Dub nad Moravou;Brodecká;náves u Obecního úřadu
585348322;Olomoucký;Olomouc;Dubčany;Dubčany;; U Obchodu
585393015;Olomoucký;Olomouc;Grygov;Grygov;;u bytovky
585347223;Olomoucký;Olomouc;Haňovice;Haňovice;;u hospody, OÚ
585012378;Olomoucký;Olomouc;Hlásnice;Hlásnice;;
585359110;Olomoucký;Olomouc;Hlubočky;Hrubá Voda;;u nádraží ČD
585313018;Olomoucký;Olomouc;Hlušovice;Hlušovice;;
585945574;Olomoucký;Olomouc;Hněvotín;Hněvotín;;u samoobsluhy
585380515;Olomoucký;Olomouc;Hnojice;Hnojice;;u zastávky
585042015;Olomoucký;Olomouc;Horní Loděnice;Horní Loděnice;;u OÚ
585036014;Olomoucký;Olomouc;Hraničné Petrovice;Hraničné Petrovice;;Obecní Úřad
554275061;Olomoucký;Olomouc;Huzová;Huzová;;
585961013;Olomoucký;Olomouc;Charváty;Charváty;;U Pošty
585348335;Olomoucký;Olomouc;Cholina;Cholina;;bytovky
585038014;Olomoucký;Olomouc;Jívová;Jívová;;u zastávky ČSAD
585034012;Olomoucký;Olomouc;Komárov;Komárov;;Obecní úřad
585961014;Olomoucký;Olomouc;Kožušany-Tážaly;Tážaly;;u MŠ Kožušany-Tážaly
585393089;Olomoucký;Olomouc;Krčmaň;Krčmaň;Olomoucká;U Mateřské Školy
585381305;Olomoucký;Olomouc;Křelov-Břuchotín;Křelov;Večeřova;prodejna potravin
585043022;Olomoucký;Olomouc;Libavá;Město Libavá;Domašovská;Sídliště
585386307;Olomoucký;Olomouc;Liboš;Liboš;;u Obecního úřadu
585012389;Olomoucký;Olomouc;Lipina;Lipina;;Zastávka, kaplička
583435291;Olomoucký;Olomouc;Lipinka;Lipinka;;u OÚ
585951011;Olomoucký;Olomouc;Loučany;Loučany;;u obchodu  Průmyslové zboží 
585349275;Olomoucký;Olomouc;Loučka;Loučka;;náves
585954286;Olomoucký;Olomouc;Luběnice;Luběnice;;u samoobsluhy
585345172;Olomoucký;Olomouc;Luká;Luká;;u školy
585012419;Olomoucký;Olomouc;Lužice;Lužice;;u Obecního úřadu
581741749;Olomoucký;Olomouc;Majetín;Majetín;Náves;u resty
585031015;Olomoucký;Olomouc;Medlov;Medlov;;u autobusové zastávky
585347149;Olomoucký;Olomouc;Měrotín;Měrotín;;u kapličky
585347150;Olomoucký;Olomouc;Mladeč;Mladeč;;k obchodu
585034015;Olomoucký;Olomouc;Mladějovice;Mladějovice;;u pošty a OÚ
585351990;Olomoucký;Olomouc;Mrsklesy;Mrsklesy;;u zastávky
585012425;Olomoucký;Olomouc;Mutkov;Mutkov;;u kapličky
585967009;Olomoucký;Olomouc;Náklo;Lhota nad Moravou;;Hostinec pod Lipou
585951014;Olomoucký;Olomouc;Náměšť na Hané;Náměšť na Hané;Sokolská;
554733325;Olomoucký;Olomouc;Norberčany;Stará Libavá;;zastávka ČSAD
585032013;Olomoucký;Olomouc;Nová Hradečná;Nová Hradečná;;u hostince
585349277;Olomoucký;Olomouc;Olbramice;Olbramice;;náves
585037010;Olomoucký;Olomouc;Paseka;Paseka;;přízemí
585380074;Olomoucký;Olomouc;Pňovice;Pňovice;;u Pošty
585351994;Olomoucký;Olomouc;Přáslavice;Přáslavice;;Sídliště u obchodu
585967013;Olomoucký;Olomouc;Příkazy;Hynkov;;u hospody
585034200;Olomoucký;Olomouc;Řídeč;Řídeč;;u zastávky
585383015;Olomoucký;Olomouc;Samotišky;Samotišky;Podhůry;u samoobsluhy
585348321;Olomoucký;Olomouc;Senice na Hané;Odrlice;;U hospody
585947332;Olomoucký;Olomouc;Senička;Senička;;u knihovny
585967010;Olomoucký;Olomouc;Skrbeň;Skrbeň;Na návsi;obecní úřad - venkovní stěna
585944850;Olomoucký;Olomouc;Slatinice;Slatinice;;U Pošty
585345171;Olomoucký;Olomouc;Slavětín;Slavětín;;OÚ Slavětín
585380315;Olomoucký;Olomouc;Strukov;Strukov;;náves u hostince
585386012;Olomoucký;Olomouc;Střeň;Střeň;;před Obecním úřadem
585957010;Olomoucký;Olomouc;Suchonice;Suchonice;;u hostince, zastávka
585351996;Olomoucký;Olomouc;Svésedlice;Svésedlice;;U Kaple
585389532;Olomoucký;Olomouc;Štarnov;Štarnov;;za kostelem, u obchodu
585041015;Olomoucký;Olomouc;Šumvald;Šumvald;;U Pošty
585954481;Olomoucký;Olomouc;Těšetice;Těšetice;;U Obchodu
585396402;Olomoucký;Olomouc;Tovéř;Tovéř;;Křižovatka u hasičské zbrojnice
585032010;Olomoucký;Olomouc;Troubelice;Troubelice;;u OÚ
585957133;Olomoucký;Olomouc;Tršice;Tršice;;u obchodu
585035014;Olomoucký;Olomouc;Újezd;Újezd;;u holičství, zastávka
585420986;Olomoucký;Olomouc;Ústín;Ústín;;u restaurace
585358308;Olomoucký;Olomouc;Velký Újezd;Velký Újezd;;Autobusové Nádraží
585964013;Olomoucký;Olomouc;Věrovany;Věrovany;;U Pošty
585349270;Olomoucký;Olomouc;Vilémov;Vilémov;;u Pošty
585051779;Olomoucký;Olomouc;Želechovice;Želechovice;;náves
585380316;Olomoucký;Olomouc;Žerotín;Žerotín;;u knihovny, kadeřnictví
582357101;Olomoucký;Prostějov;Alojzov;Alojzov;;u restaurace
582369222;Olomoucký;Prostějov;Bedihošť;Bedihošť;Prostějovská;u kapličky
582373777;Olomoucký;Prostějov;Bílovice-Lutotín;Bílovice;;u OÚ
582368238;Olomoucký;Prostějov;Biskupice;Biskupice;;u kostela
